classAbbr,studentId,semester,grade
"SMS",565513288.0,"1107",73.0
"ADT",565513288.0,"1112",74.0
"WPP",565513288.0,"1202",72.0
"PWA1",565513288.0,"1412",89.0
"WPP",565513288.0,"1302",82.0
"SSL",487570012.0,"1202",91.0
"ASL",487570012.0,"1004",82.0
"SMS",487570012.0,"1406",82.0
"PWA1",487570012.0,"1301",91.0
"ADT",487570012.0,"1104",68.0
"ADT",487570012.0,"1201",81.0
"WPP",787847044.0,"1103",96.0
"SSL",787847044.0,"1004",77.0
"DBS",787847044.0,"1009",71.0
"PWA1",787847044.0,"1106",71.0
"ADB",787847044.0,"1009",79.0
"PWA1",787847044.0,"1203",79.0
"ADT",491957304.0,"1004",79.0
"ASL",491957304.0,"1403",95.0
"SMS",491957304.0,"1009",67.0
"WPP",491957304.0,"1005",81.0
"ASL",491957304.0,"1311",66.0
"WPP",491957304.0,"1011",67.0
"PWA1",419311513.0,"1104",82.0
"DBS",419311513.0,"1012",90.0
"ATW",419311513.0,"1204",70.0
"WPP",419311513.0,"1005",93.0
"PWA2",419311513.0,"1204",61.0
"ATW",419311513.0,"1312",84.0
"PWA2",188150523.0,"1311",98.0
"ADB",188150523.0,"1304",68.0
"WPP",188150523.0,"1412",62.0
"ADB",188150523.0,"1306",70.0
"ADB",188150523.0,"1312",66.0
"ADB",188150523.0,"1301",86.0
"ASL",186194330.0,"1210",100.0
"DBS",186194330.0,"1201",98.0
"SSL",186194330.0,"1011",60.0
"ADB",186194330.0,"1001",64.0
"ADT",186194330.0,"1012",91.0
"ASL",186194330.0,"1010",69.0
"PWA2",932005251.0,"1111",99.0
"ATW",932005251.0,"1401",80.0
"ASL",932005251.0,"1009",66.0
"SMS",932005251.0,"1306",65.0
"ADT",932005251.0,"1205",84.0
"SMS",932005251.0,"1208",85.0
"DBS",482640637.0,"1008",67.0
"ATW",482640637.0,"1302",87.0
"ASL",482640637.0,"1008",83.0
"PWA1",482640637.0,"1004",67.0
"WPP",482640637.0,"1204",75.0
"WPP",482640637.0,"1211",74.0
"SMS",524237106.0,"1405",64.0
"SMS",524237106.0,"1407",85.0
"WPP",524237106.0,"1312",69.0
"SSL",524237106.0,"1311",98.0
"PWA1",524237106.0,"1202",74.0
"ADT",524237106.0,"1102",65.0
"DBS",569046832.0,"1012",76.0
"ASL",569046832.0,"1311",69.0
"SMS",569046832.0,"1409",99.0
"DBS",569046832.0,"1106",68.0
"ADT",569046832.0,"1301",99.0
"ADB",569046832.0,"1403",60.0
"WPP",611744412.0,"1305",88.0
"WPP",611744412.0,"1403",96.0
"SMS",611744412.0,"1303",86.0
"ASL",611744412.0,"1210",77.0
"ASL",611744412.0,"1311",80.0
"ASL",611744412.0,"1010",94.0
"SMS",809441205.0,"1103",60.0
"ATW",809441205.0,"1107",66.0
"SMS",809441205.0,"1101",80.0
"ASL",809441205.0,"1405",63.0
"WPP",809441205.0,"1007",86.0
"WPP",809441205.0,"1410",84.0
"ADT",412830640.0,"1312",66.0
"DBS",412830640.0,"1012",100.0
"ADT",412830640.0,"1405",83.0
"ADT",412830640.0,"1203",93.0
"ADB",412830640.0,"1304",81.0
"WPP",412830640.0,"1109",63.0
"SMS",443723476.0,"1411",68.0
"PWA1",443723476.0,"1307",70.0
"ATW",443723476.0,"1311",95.0
"SSL",443723476.0,"1403",85.0
"PWA2",443723476.0,"1302",90.0
"SSL",443723476.0,"1405",85.0
"PWA1",882473311.0,"1308",84.0
"DBS",882473311.0,"1212",87.0
"ATW",882473311.0,"1002",62.0
"SSL",882473311.0,"1210",76.0
"WPP",882473311.0,"1301",62.0
"WPP",882473311.0,"1304",84.0
"ASL",145626161.0,"1210",75.0
"ADT",145626161.0,"1403",94.0
"WPP",145626161.0,"1408",63.0
"SMS",145626161.0,"1106",100.0
"SSL",145626161.0,"1209",94.0
"ASL",145626161.0,"1001",96.0
"DBS",248976693.0,"1310",77.0
"DBS",248976693.0,"1206",94.0
"ADB",248976693.0,"1401",72.0
"SMS",248976693.0,"1411",97.0
"SMS",248976693.0,"1409",90.0
"DBS",248976693.0,"1303",97.0
"ADB",128861795.0,"1006",63.0
"DBS",128861795.0,"1203",92.0
"ADB",128861795.0,"1302",95.0
"PWA2",128861795.0,"1403",97.0
"SMS",128861795.0,"1212",92.0
"ATW",128861795.0,"1404",75.0
"PWA1",134566573.0,"1304",67.0
"ASL",134566573.0,"1303",95.0
"ADT",134566573.0,"1112",87.0
"WPP",134566573.0,"1312",66.0
"ADB",134566573.0,"1403",90.0
"ASL",134566573.0,"1009",82.0
"DBS",543813282.0,"1401",90.0
"PWA2",543813282.0,"1310",65.0
"ASL",543813282.0,"1411",84.0
"ATW",543813282.0,"1309",77.0
"DBS",543813282.0,"1212",76.0
"DBS",543813282.0,"1003",70.0
"WPP",960783370.0,"1106",87.0
"ATW",960783370.0,"1302",93.0
"ATW",960783370.0,"1402",70.0
"ASL",960783370.0,"1103",85.0
"ADT",960783370.0,"1310",95.0
"ASL",960783370.0,"1007",98.0
"ADT",914123272.0,"1103",65.0
"ADB",914123272.0,"1202",95.0
"PWA2",914123272.0,"1309",87.0
"ATW",914123272.0,"1204",92.0
"PWA1",914123272.0,"1206",99.0
"WPP",914123272.0,"1002",83.0
"ADB",965813087.0,"1001",80.0
"DBS",965813087.0,"1005",74.0
"ATW",965813087.0,"1212",98.0
"ADT",965813087.0,"1312",76.0
"PWA2",965813087.0,"1304",62.0
"ADT",965813087.0,"1009",81.0
"WPP",734607743.0,"1108",93.0
"ADT",734607743.0,"1210",98.0
"PWA1",734607743.0,"1112",89.0
"SSL",734607743.0,"1102",70.0
"PWA2",734607743.0,"1011",61.0
"ADT",734607743.0,"1107",86.0
"ASL",646103869.0,"1209",73.0
"PWA2",646103869.0,"1101",76.0
"ATW",646103869.0,"1404",78.0
"ASL",646103869.0,"1001",99.0
"WPP",646103869.0,"1308",79.0
"PWA1",646103869.0,"1409",94.0
"SMS",765758815.0,"1402",72.0
"DBS",765758815.0,"1311",62.0
"SSL",765758815.0,"1103",87.0
"WPP",765758815.0,"1208",66.0
"ADB",765758815.0,"1010",61.0
"SMS",765758815.0,"1303",93.0
"SMS",695656766.0,"1305",75.0
"SSL",695656766.0,"1002",72.0
"DBS",695656766.0,"1210",97.0
"ADB",695656766.0,"1404",82.0
"ADT",695656766.0,"1411",83.0
"PWA1",695656766.0,"1405",86.0
"ADT",499247601.0,"1307",85.0
"DBS",499247601.0,"1404",66.0
"PWA1",499247601.0,"1308",79.0
"PWA1",499247601.0,"1409",67.0
"PWA2",499247601.0,"1306",83.0
"WPP",499247601.0,"1007",95.0
"ADB",256692747.0,"1211",83.0
"SSL",256692747.0,"1312",93.0
"PWA2",256692747.0,"1305",69.0
"ASL",256692747.0,"1207",83.0
"PWA1",256692747.0,"1005",63.0
"ADB",256692747.0,"1210",76.0
"ASL",451583249.0,"1101",99.0
"WPP",451583249.0,"1402",86.0
"ATW",451583249.0,"1309",80.0
"PWA2",451583249.0,"1209",71.0
"ADT",451583249.0,"1403",77.0
"ADB",451583249.0,"1307",85.0
"PWA1",697784666.0,"1208",79.0
"PWA1",697784666.0,"1311",64.0
"PWA2",697784666.0,"1404",87.0
"ATW",697784666.0,"1407",84.0
"PWA1",697784666.0,"1004",69.0
"PWA1",697784666.0,"1202",90.0
"PWA2",607637375.0,"1106",65.0
"SSL",607637375.0,"1210",73.0
"ASL",607637375.0,"1102",94.0
"ADT",607637375.0,"1107",99.0
"PWA1",607637375.0,"1111",79.0
"PWA1",607637375.0,"1202",89.0
"SSL",446665418.0,"1204",80.0
"ADT",446665418.0,"1001",81.0
"ADB",446665418.0,"1106",63.0
"PWA2",446665418.0,"1304",71.0
"ATW",446665418.0,"1006",66.0
"SSL",446665418.0,"1109",96.0
"DBS",273035665.0,"1209",73.0
"ATW",273035665.0,"1209",92.0
"SSL",273035665.0,"1101",88.0
"PWA2",273035665.0,"1203",79.0
"ADT",273035665.0,"1106",90.0
"ASL",273035665.0,"1308",89.0
"SSL",829734567.0,"1207",81.0
"SMS",829734567.0,"1309",96.0
"PWA1",829734567.0,"1003",97.0
"PWA2",829734567.0,"1408",97.0
"SMS",829734567.0,"1103",80.0
"ASL",829734567.0,"1306",91.0
"ADB",310470248.0,"1111",95.0
"ATW",310470248.0,"1009",79.0
"WPP",310470248.0,"1110",76.0
"WPP",310470248.0,"1311",97.0
"DBS",310470248.0,"1408",93.0
"ATW",310470248.0,"1210",87.0
"PWA2",396379014.0,"1005",92.0
"DBS",396379014.0,"1201",71.0
"ADT",396379014.0,"1405",78.0
"ATW",396379014.0,"1401",92.0
"DBS",396379014.0,"1209",70.0
"ASL",396379014.0,"1202",67.0
"SSL",931089199.0,"1209",90.0
"PWA1",931089199.0,"1101",75.0
"WPP",931089199.0,"1404",69.0
"PWA2",931089199.0,"1208",89.0
"ASL",931089199.0,"1004",91.0
"PWA1",931089199.0,"1005",86.0
"SSL",674438314.0,"1005",90.0
"SSL",674438314.0,"1209",91.0
"SMS",674438314.0,"1201",84.0
"ATW",674438314.0,"1105",73.0
"ASL",674438314.0,"1203",69.0
"SSL",674438314.0,"1402",70.0
"ADB",912448422.0,"1204",71.0
"DBS",912448422.0,"1012",62.0
"DBS",912448422.0,"1304",97.0
"ADB",912448422.0,"1002",91.0
"ADB",912448422.0,"1304",78.0
"PWA1",912448422.0,"1302",87.0
"ASL",447712572.0,"1409",81.0
"SSL",447712572.0,"1406",81.0
"ATW",447712572.0,"1307",71.0
"PWA2",447712572.0,"1309",73.0
"PWA1",447712572.0,"1309",100.0
"PWA1",447712572.0,"1201",80.0
"SSL",555709143.0,"1204",86.0
"WPP",555709143.0,"1001",65.0
"PWA2",555709143.0,"1203",89.0
"DBS",555709143.0,"1312",89.0
"WPP",555709143.0,"1105",100.0
"DBS",555709143.0,"1311",80.0
"PWA1",894448933.0,"1110",98.0
"WPP",894448933.0,"1206",73.0
"ADB",894448933.0,"1008",98.0
"PWA2",894448933.0,"1309",85.0
"DBS",894448933.0,"1208",89.0
"ATW",894448933.0,"1101",84.0
"PWA2",170288071.0,"1205",99.0
"ADT",170288071.0,"1311",69.0
"SSL",170288071.0,"1312",61.0
"WPP",170288071.0,"1111",72.0
"ADT",170288071.0,"1405",84.0
"ATW",170288071.0,"1007",100.0
"PWA2",370212540.0,"1112",74.0
"ADB",370212540.0,"1305",78.0
"SSL",370212540.0,"1106",89.0
"ATW",370212540.0,"1304",61.0
"ASL",370212540.0,"1104",97.0
"PWA2",370212540.0,"1210",100.0
"ADT",465519433.0,"1212",99.0
"ADT",465519433.0,"1203",96.0
"PWA2",465519433.0,"1211",66.0
"PWA1",465519433.0,"1103",75.0
"ASL",465519433.0,"1408",76.0
"WPP",465519433.0,"1301",79.0
"ATW",931734098.0,"1306",89.0
"DBS",931734098.0,"1202",67.0
"DBS",931734098.0,"1009",100.0
"SMS",931734098.0,"1207",97.0
"WPP",931734098.0,"1312",90.0
"WPP",931734098.0,"1106",91.0
"SMS",911688342.0,"1407",98.0
"WPP",911688342.0,"1211",63.0
"PWA1",911688342.0,"1309",72.0
"ATW",911688342.0,"1409",93.0
"ASL",911688342.0,"1302",68.0
"PWA2",911688342.0,"1008",96.0
"SMS",464101917.0,"1304",96.0
"ATW",464101917.0,"1010",77.0
"ATW",464101917.0,"1310",64.0
"ATW",464101917.0,"1412",69.0
"PWA2",464101917.0,"1112",83.0
"WPP",464101917.0,"1303",87.0
"PWA1",470624281.0,"1412",61.0
"ASL",470624281.0,"1406",79.0
"ASL",470624281.0,"1112",72.0
"SSL",470624281.0,"1112",96.0
"ADB",470624281.0,"1007",65.0
"ATW",470624281.0,"1310",74.0
"ADB",409007970.0,"1106",81.0
"SSL",409007970.0,"1112",95.0
"SMS",409007970.0,"1408",67.0
"ADB",409007970.0,"1005",90.0
"ATW",409007970.0,"1311",77.0
"SSL",409007970.0,"1308",89.0
"ASL",802957754.0,"1301",82.0
"ASL",802957754.0,"1311",80.0
"DBS",802957754.0,"1207",82.0
"PWA2",802957754.0,"1110",72.0
"DBS",802957754.0,"1009",62.0
"DBS",802957754.0,"1202",60.0
"DBS",601858188.0,"1302",68.0
"SMS",601858188.0,"1212",65.0
"SMS",601858188.0,"1204",68.0
"SSL",601858188.0,"1305",94.0
"PWA1",601858188.0,"1402",87.0
"ASL",601858188.0,"1209",91.0
"ASL",766705763.0,"1008",95.0
"ASL",766705763.0,"1405",93.0
"ATW",766705763.0,"1303",83.0
"ADT",766705763.0,"1101",67.0
"ATW",766705763.0,"1108",75.0
"ATW",766705763.0,"1209",84.0
"ASL",426346590.0,"1102",60.0
"PWA2",426346590.0,"1110",71.0
"ADB",426346590.0,"1306",97.0
"SMS",426346590.0,"1101",87.0
"ATW",426346590.0,"1304",90.0
"ADB",426346590.0,"1204",97.0
"ASL",733506591.0,"1207",75.0
"SSL",733506591.0,"1009",82.0
"ADT",733506591.0,"1309",80.0
"SMS",733506591.0,"1405",66.0
"DBS",733506591.0,"1103",88.0
"ASL",733506591.0,"1402",100.0
"ADT",855130414.0,"1308",67.0
"SSL",855130414.0,"1311",66.0
"PWA2",855130414.0,"1105",77.0
"ATW",855130414.0,"1409",90.0
"ADT",855130414.0,"1004",84.0
"ADT",855130414.0,"1201",97.0
"SSL",746258546.0,"1106",94.0
"SSL",746258546.0,"1309",96.0
"PWA1",746258546.0,"1406",99.0
"PWA2",746258546.0,"1303",100.0
"DBS",746258546.0,"1312",94.0
"PWA2",746258546.0,"1306",81.0
"ADB",158946775.0,"1005",62.0
"SMS",158946775.0,"1410",71.0
"DBS",158946775.0,"1307",61.0
"WPP",158946775.0,"1204",66.0
"SMS",158946775.0,"1111",78.0
"WPP",158946775.0,"1405",66.0
"ADB",339283277.0,"1208",88.0
"PWA2",339283277.0,"1209",65.0
"ATW",339283277.0,"1402",97.0
"PWA2",339283277.0,"1204",69.0
"ATW",339283277.0,"1107",75.0
"ADT",339283277.0,"1303",96.0
"ADT",725408839.0,"1106",64.0
"PWA2",725408839.0,"1105",61.0
"PWA1",725408839.0,"1001",82.0
"DBS",725408839.0,"1006",84.0
"PWA1",725408839.0,"1103",91.0
"PWA2",725408839.0,"1209",63.0
"ATW",207895116.0,"1308",73.0
"PWA1",207895116.0,"1101",61.0
"SMS",207895116.0,"1008",64.0
"ATW",207895116.0,"1302",81.0
"ASL",207895116.0,"1304",96.0
"ASL",207895116.0,"1403",80.0
"DBS",977839744.0,"1107",89.0
"ASL",977839744.0,"1210",62.0
"ASL",977839744.0,"1009",76.0
"DBS",977839744.0,"1302",72.0
"DBS",977839744.0,"1110",99.0
"ATW",977839744.0,"1108",100.0
"ATW",587208105.0,"1007",91.0
"SSL",587208105.0,"1309",95.0
"SSL",587208105.0,"1203",88.0
"PWA2",587208105.0,"1111",77.0
"SMS",587208105.0,"1108",88.0
"ATW",587208105.0,"1401",88.0
"ADB",966928007.0,"1012",85.0
"ASL",966928007.0,"1302",67.0
"ATW",966928007.0,"1410",94.0
"WPP",966928007.0,"1301",65.0
"ATW",966928007.0,"1305",63.0
"SMS",966928007.0,"1401",96.0
"ADB",760956876.0,"1104",91.0
"PWA2",760956876.0,"1409",64.0
"ADT",760956876.0,"1103",84.0
"ASL",760956876.0,"1110",78.0
"PWA1",760956876.0,"1302",94.0
"ATW",760956876.0,"1109",79.0
"ADB",777008864.0,"1006",92.0
"ASL",777008864.0,"1407",73.0
"ADB",777008864.0,"1105",66.0
"ATW",777008864.0,"1202",75.0
"ADT",777008864.0,"1311",60.0
"SMS",777008864.0,"1103",67.0
"DBS",142842863.0,"1409",88.0
"WPP",142842863.0,"1106",78.0
"PWA1",142842863.0,"1106",89.0
"ASL",142842863.0,"1312",63.0
"SSL",142842863.0,"1002",85.0
"SMS",142842863.0,"1204",99.0
"ATW",388756303.0,"1210",80.0
"PWA2",388756303.0,"1107",84.0
"ATW",388756303.0,"1112",73.0
"WPP",388756303.0,"1203",97.0
"WPP",388756303.0,"1409",87.0
"WPP",388756303.0,"1310",97.0
"ASL",512425883.0,"1005",90.0
"ADT",512425883.0,"1301",85.0
"ADB",512425883.0,"1204",91.0
"WPP",512425883.0,"1409",71.0
"SSL",512425883.0,"1012",70.0
"ADT",512425883.0,"1402",65.0
"WPP",809867400.0,"1404",85.0
"ADT",809867400.0,"1001",60.0
"WPP",809867400.0,"1302",72.0
"ADB",809867400.0,"1310",75.0
"DBS",809867400.0,"1206",98.0
"ATW",809867400.0,"1310",75.0
"PWA1",173658437.0,"1307",67.0
"DBS",173658437.0,"1012",89.0
"ATW",173658437.0,"1208",81.0
"PWA1",173658437.0,"1201",78.0
"ASL",173658437.0,"1104",77.0
"ASL",173658437.0,"1306",92.0
"SMS",494624658.0,"1011",69.0
"ADB",494624658.0,"1204",64.0
"SMS",494624658.0,"1211",63.0
"ASL",494624658.0,"1206",62.0
"ADB",494624658.0,"1409",90.0
"SMS",494624658.0,"1006",76.0
"DBS",896561228.0,"1203",75.0
"ASL",896561228.0,"1110",80.0
"DBS",896561228.0,"1012",88.0
"PWA2",896561228.0,"1009",92.0
"SSL",896561228.0,"1404",82.0
"ADB",896561228.0,"1109",70.0
"PWA1",534326199.0,"1103",98.0
"WPP",534326199.0,"1310",72.0
"ADB",534326199.0,"1109",66.0
"ASL",534326199.0,"1005",61.0
"PWA1",534326199.0,"1005",71.0
"SMS",534326199.0,"1004",85.0
"ASL",821408911.0,"1409",81.0
"PWA2",821408911.0,"1301",79.0
"PWA1",821408911.0,"1403",86.0
"ASL",821408911.0,"1207",99.0
"ADB",821408911.0,"1312",73.0
"DBS",821408911.0,"1006",62.0
"SMS",784080850.0,"1407",60.0
"ATW",784080850.0,"1410",74.0
"DBS",784080850.0,"1107",77.0
"ASL",784080850.0,"1005",71.0
"ADT",784080850.0,"1001",87.0
"ADB",784080850.0,"1010",68.0
"SSL",238619180.0,"1101",85.0
"PWA2",238619180.0,"1205",63.0
"SSL",238619180.0,"1207",98.0
"SMS",238619180.0,"1408",83.0
"SMS",238619180.0,"1012",78.0
"SSL",238619180.0,"1108",78.0
"ASL",399669429.0,"1404",65.0
"DBS",399669429.0,"1104",75.0
"SSL",399669429.0,"1408",93.0
"SSL",399669429.0,"1310",87.0
"DBS",399669429.0,"1311",67.0
"SMS",399669429.0,"1208",77.0
"DBS",197574539.0,"1408",90.0
"SSL",197574539.0,"1401",71.0
"SMS",197574539.0,"1006",83.0
"SMS",197574539.0,"1412",74.0
"ADT",197574539.0,"1308",68.0
"ASL",197574539.0,"1106",72.0
"ADB",684633234.0,"1309",71.0
"PWA1",684633234.0,"1005",98.0
"ASL",684633234.0,"1003",86.0
"PWA2",684633234.0,"1211",74.0
"SMS",684633234.0,"1210",93.0
"PWA1",684633234.0,"1004",68.0
"ADB",540735488.0,"1301",99.0
"PWA2",540735488.0,"1108",91.0
"SSL",540735488.0,"1411",60.0
"ADB",540735488.0,"1409",73.0
"SSL",540735488.0,"1106",83.0
"ATW",540735488.0,"1407",90.0
"DBS",445165499.0,"1010",86.0
"ATW",445165499.0,"1202",65.0
"ATW",445165499.0,"1003",97.0
"WPP",445165499.0,"1411",83.0
"ADT",445165499.0,"1410",87.0
"ATW",445165499.0,"1009",100.0
"PWA2",376980243.0,"1106",94.0
"PWA2",376980243.0,"1003",66.0
"ADB",376980243.0,"1407",82.0
"WPP",376980243.0,"1303",64.0
"PWA2",376980243.0,"1010",96.0
"ASL",376980243.0,"1109",93.0
"DBS",466353571.0,"1204",64.0
"SMS",466353571.0,"1405",86.0
"SMS",466353571.0,"1108",85.0
"DBS",466353571.0,"1307",74.0
"DBS",466353571.0,"1005",60.0
"DBS",466353571.0,"1211",78.0
"SSL",810925553.0,"1109",81.0
"SSL",810925553.0,"1412",85.0
"SMS",810925553.0,"1001",67.0
"SSL",810925553.0,"1308",88.0
"WPP",810925553.0,"1103",62.0
"PWA2",810925553.0,"1205",99.0
"PWA1",483187719.0,"1106",73.0
"SMS",483187719.0,"1302",65.0
"ADT",483187719.0,"1305",71.0
"PWA2",483187719.0,"1406",85.0
"DBS",483187719.0,"1301",84.0
"PWA2",483187719.0,"1311",83.0
"DBS",930492087.0,"1106",73.0
"WPP",930492087.0,"1210",86.0
"SSL",930492087.0,"1005",83.0
"WPP",930492087.0,"1212",95.0
"PWA1",930492087.0,"1106",91.0
"ASL",930492087.0,"1009",76.0
"SSL",393918899.0,"1311",67.0
"DBS",393918899.0,"1402",86.0
"SSL",393918899.0,"1201",90.0
"PWA2",393918899.0,"1308",71.0
"ASL",393918899.0,"1006",79.0
"PWA1",393918899.0,"1104",75.0
"ADT",176368283.0,"1011",92.0
"WPP",176368283.0,"1402",68.0
"DBS",176368283.0,"1106",89.0
"ASL",176368283.0,"1001",94.0
"SMS",176368283.0,"1401",90.0
"WPP",176368283.0,"1110",82.0
"ADB",322251641.0,"1302",81.0
"PWA1",322251641.0,"1408",67.0
"SMS",322251641.0,"1109",91.0
"DBS",322251641.0,"1408",90.0
"SMS",322251641.0,"1102",78.0
"PWA2",322251641.0,"1407",69.0
"ASL",397721195.0,"1304",62.0
"SSL",397721195.0,"1004",95.0
"SMS",397721195.0,"1412",68.0
"PWA1",397721195.0,"1001",91.0
"DBS",397721195.0,"1303",87.0
"ADB",397721195.0,"1401",91.0
"DBS",521440329.0,"1001",61.0
"DBS",521440329.0,"1005",61.0
"PWA1",521440329.0,"1203",78.0
"PWA2",521440329.0,"1009",81.0
"PWA2",521440329.0,"1412",64.0
"PWA2",521440329.0,"1311",88.0
"WPP",601590818.0,"1012",83.0
"ADB",601590818.0,"1001",61.0
"DBS",601590818.0,"1006",62.0
"ATW",601590818.0,"1205",92.0
"ADT",601590818.0,"1407",89.0
"PWA2",601590818.0,"1009",79.0
"ASL",833697732.0,"1209",88.0
"ADT",833697732.0,"1304",68.0
"WPP",833697732.0,"1401",84.0
"ADT",833697732.0,"1008",96.0
"ADB",833697732.0,"1304",99.0
"ADT",833697732.0,"1008",97.0
"PWA2",423001332.0,"1208",62.0
"DBS",423001332.0,"1311",74.0
"WPP",423001332.0,"1206",99.0
"PWA1",423001332.0,"1307",87.0
"PWA1",423001332.0,"1007",94.0
"PWA1",423001332.0,"1205",78.0
"SMS",393454733.0,"1210",98.0
"ADB",393454733.0,"1104",96.0
"SSL",393454733.0,"1110",86.0
"ATW",393454733.0,"1012",94.0
"SMS",393454733.0,"1409",73.0
"PWA2",393454733.0,"1101",84.0
"WPP",912396032.0,"1104",70.0
"WPP",912396032.0,"1007",74.0
"PWA1",912396032.0,"1210",68.0
"ADT",912396032.0,"1303",65.0
"WPP",912396032.0,"1405",88.0
"PWA2",912396032.0,"1105",93.0
"PWA2",720630211.0,"1104",91.0
"ADT",720630211.0,"1009",71.0
"ADT",720630211.0,"1402",81.0
"SSL",720630211.0,"1205",60.0
"WPP",720630211.0,"1210",97.0
"DBS",720630211.0,"1406",89.0
"SMS",235637060.0,"1207",79.0
"PWA1",235637060.0,"1203",88.0
"ATW",235637060.0,"1408",96.0
"PWA2",235637060.0,"1405",83.0
"SSL",235637060.0,"1402",76.0
"PWA2",235637060.0,"1008",94.0
"DBS",598366422.0,"1311",100.0
"PWA1",598366422.0,"1002",100.0
"PWA1",598366422.0,"1205",66.0
"ATW",598366422.0,"1011",89.0
"ASL",598366422.0,"1305",83.0
"ADB",598366422.0,"1407",63.0
"SSL",921718413.0,"1102",82.0
"PWA2",921718413.0,"1002",96.0
"ASL",921718413.0,"1004",64.0
"ATW",921718413.0,"1111",92.0
"WPP",921718413.0,"1407",91.0
"ATW",921718413.0,"1106",85.0
"WPP",144166693.0,"1307",82.0
"ATW",144166693.0,"1206",70.0
"ASL",144166693.0,"1006",90.0
"ATW",144166693.0,"1109",69.0
"ATW",144166693.0,"1305",99.0
"PWA1",144166693.0,"1108",84.0
"ADB",468655198.0,"1201",95.0
"SSL",468655198.0,"1311",95.0
"PWA2",468655198.0,"1210",91.0
"ADT",468655198.0,"1006",98.0
"WPP",468655198.0,"1101",96.0
"ATW",468655198.0,"1107",87.0
"WPP",586552748.0,"1111",66.0
"PWA1",586552748.0,"1307",74.0
"DBS",586552748.0,"1206",75.0
"ADB",586552748.0,"1108",90.0
"WPP",586552748.0,"1108",63.0
"ATW",586552748.0,"1208",62.0
"ATW",548039863.0,"1412",62.0
"ADT",548039863.0,"1308",96.0
"DBS",548039863.0,"1310",68.0
"ADT",548039863.0,"1012",91.0
"PWA2",548039863.0,"1101",96.0
"SMS",548039863.0,"1412",72.0
"SSL",181262804.0,"1001",87.0
"ADT",181262804.0,"1302",66.0
"WPP",181262804.0,"1110",68.0
"SMS",181262804.0,"1309",84.0
"WPP",181262804.0,"1412",85.0
"PWA1",181262804.0,"1303",66.0
"DBS",205816182.0,"1008",62.0
"ASL",205816182.0,"1002",81.0
"PWA2",205816182.0,"1409",92.0
"ATW",205816182.0,"1405",67.0
"DBS",205816182.0,"1201",75.0
"ADT",205816182.0,"1311",69.0
"SSL",519896593.0,"1003",86.0
"ATW",519896593.0,"1009",72.0
"PWA2",519896593.0,"1409",89.0
"PWA2",519896593.0,"1010",91.0
"PWA2",519896593.0,"1309",94.0
"WPP",519896593.0,"1407",83.0
"ASL",908794832.0,"1406",90.0
"SSL",908794832.0,"1003",68.0
"ATW",908794832.0,"1406",72.0
"SMS",908794832.0,"1312",77.0
"SMS",908794832.0,"1305",86.0
"WPP",908794832.0,"1007",63.0
"ATW",478625267.0,"1010",98.0
"ASL",478625267.0,"1311",82.0
"WPP",478625267.0,"1308",67.0
"DBS",478625267.0,"1406",88.0
"PWA1",478625267.0,"1304",64.0
"ASL",478625267.0,"1307",74.0
"PWA2",291312763.0,"1404",91.0
"PWA2",291312763.0,"1003",60.0
"PWA2",291312763.0,"1008",83.0
"WPP",291312763.0,"1009",83.0
"DBS",291312763.0,"1405",90.0
"DBS",291312763.0,"1002",65.0
"ASL",296098460.0,"1402",91.0
"ADT",296098460.0,"1112",61.0
"WPP",296098460.0,"1312",89.0
"ATW",296098460.0,"1408",60.0
"PWA2",296098460.0,"1112",92.0
"PWA2",296098460.0,"1208",94.0
"DBS",463936383.0,"1101",79.0
"ATW",463936383.0,"1209",68.0
"DBS",463936383.0,"1205",96.0
"DBS",463936383.0,"1206",64.0
"WPP",463936383.0,"1012",74.0
"PWA2",463936383.0,"1012",61.0
"WPP",784791923.0,"1407",77.0
"ADT",784791923.0,"1210",62.0
"PWA2",784791923.0,"1105",61.0
"ADB",784791923.0,"1308",76.0
"PWA2",784791923.0,"1210",79.0
"WPP",784791923.0,"1411",65.0
"PWA2",326810313.0,"1411",68.0
"SMS",326810313.0,"1412",99.0
"ASL",326810313.0,"1110",98.0
"SSL",326810313.0,"1407",80.0
"ASL",326810313.0,"1206",96.0
"ATW",326810313.0,"1412",89.0
"WPP",466022418.0,"1307",71.0
"DBS",466022418.0,"1207",92.0
"ATW",466022418.0,"1310",69.0
"ADT",466022418.0,"1309",62.0
"ASL",466022418.0,"1304",76.0
"SSL",466022418.0,"1308",89.0
"ATW",580651050.0,"1402",78.0
"DBS",580651050.0,"1311",72.0
"ATW",580651050.0,"1002",92.0
"PWA1",580651050.0,"1402",73.0
"ADB",580651050.0,"1101",80.0
"DBS",580651050.0,"1001",88.0
"ADT",499573324.0,"1402",63.0
"SMS",499573324.0,"1108",79.0
"PWA2",499573324.0,"1002",67.0
"ADT",499573324.0,"1207",60.0
"SMS",499573324.0,"1108",80.0
"ADB",499573324.0,"1403",94.0
"ADT",740400272.0,"1402",91.0
"ADT",740400272.0,"1203",78.0
"WPP",740400272.0,"1112",95.0
"ADT",740400272.0,"1204",98.0
"PWA2",740400272.0,"1211",99.0
"ADT",740400272.0,"1407",71.0
"ADT",136964867.0,"1306",69.0
"ADT",136964867.0,"1212",80.0
"PWA2",136964867.0,"1302",61.0
